"X","PohiBra080_sorted.bam","PohiBra081_sorted.bam","PohiBra083_sorted.bam","PohiBra084_sorted.bam","PohiBra085_sorted.bam","PohiBra086_sorted.bam","PstrBra093_sorted.bam","PstrBra094_sorted.bam","PstrBra098_sorted.bam"
"FUN_000602",0,0,0,0,0,0,0,0,0
"FUN_000603",0,0,0,0,0,0,0,0,0
"FUN_000604",0,0,0,0,0,0,0,0,0
"FUN_000605",0,0,0,0,0,0,0,0,0
"FUN_000607",0,0,0,0,0,0,0,0,0
"FUN_000608",0,0,0,0,0,0,0,0,0
"FUN_000609",0,0,0,0,0,0,0,0,0
"FUN_000610",0,0,0,0,0,0,0,0,0
"FUN_000611",0,0,0,0,0,0,0,0,0
"FUN_000612",0,0,0,0,0,0,0,0,0
"FUN_000613",0,0,0,0,0,0,0,0,0
"FUN_000614",0,0,0,0,0,0,0,0,0
"FUN_000615",0,0,0,0,0,0,0,0,0
"FUN_000616",0,0,0,0,0,0,0,0,0
"FUN_000617",0,0,0,0,0,0,0,0,0
"FUN_000618",0,0,0,0,0,0,0,0,0
"FUN_000619",0,0,0,0,0,0,0,0,0
"FUN_000620",0,0,0,0,0,0,0,0,0
"FUN_000621",0,0,0,0,0,0,0,0,0
"FUN_000622",0,0,0,0,0,0,0,0,0
"FUN_000623",0,0,0,0,0,0,0,0,0
"FUN_000624",0,0,0,0,0,0,0,0,0
"FUN_000625",0,0,0,0,0,0,0,0,0
"FUN_000626",0,0,0,0,0,0,0,0,0
"FUN_000627",0,0,0,0,0,0,0,0,0
"FUN_000628",0,0,0,0,0,0,0,0,0
"FUN_000629",0,0,0,0,0,0,0,0,0
"FUN_000630",0,0,0,0,0,0,0,0,0
"FUN_000631",0,0,0,0,0,0,0,0,0
"FUN_000632",0,0,0,0,0,0,0,0,0
"FUN_000633",0,0,0,0,0,0,0,0,0
"FUN_000634",0,0,0,0,0,0,0,0,0
"FUN_000635",0,0,0,0,0,0,0,0,0
"FUN_000636",0,0,0,0,0,0,0,0,0
"FUN_000637",0,0,0,0,0,0,0,0,0
"FUN_000638",0,0,0,0,0,0,0,0,0
"FUN_000639",0,0,0,0,0,0,0,0,0
"FUN_000640",0,0,0,0,0,0,0,0,0
"FUN_000641",0,0,0,0,0,0,0,0,0
"FUN_000642",0,0,0,0,0,0,0,0,0
"FUN_000643",0,0,0,0,0,0,0,0,0
"FUN_000644",0,0,0,0,0,0,0,0,0
"FUN_000645",0,0,0,0,0,0,0,0,0
"FUN_000646",0,0,0,0,0,0,0,0,0
"FUN_000647",0,0,0,0,0,0,0,0,0
"FUN_000648",0,0,0,0,0,0,0,0,0
"FUN_000649",0,0,0,0,0,0,0,0,0
"FUN_000650",0,0,0,0,0,0,0,0,0
"FUN_000651",0,0,0,0,0,0,0,0,0
"FUN_000652",0,0,0,0,0,0,0,0,0
"FUN_000653",0,0,0,0,0,0,0,0,0
"FUN_000654",0,0,0,0,0,0,0,0,0
"FUN_000655",0,0,0,0,0,0,0,0,0
"FUN_000656",0,0,0,0,0,0,0,0,0
"FUN_000657",0,0,0,0,0,0,0,0,0
"FUN_000658",0,0,0,0,0,0,0,0,0
"FUN_000659",0,0,0,0,0,0,0,0,0
"FUN_000660",0,0,0,0,0,0,0,0,0
"FUN_000661",0,0,0,0,0,0,0,0,0
"FUN_000663",0,0,0,0,0,0,0,0,0
"FUN_000664",0,0,0,0,0,0,0,0,0
"FUN_000665",0,0,0,0,0,0,0,0,0
"FUN_000666",0,0,0,0,0,0,0,0,0
"FUN_000667",0,0,0,0,0,0,0,0,0
"FUN_000668",0,0,0,0,0,0,0,0,0
"FUN_000669",0,0,0,0,0,0,0,0,0
"FUN_000670",0,0,0,0,0,0,0,0,0
"FUN_000671",0,0,0,0,0,0,0,0,0
"FUN_000672",1,0,0,0,0,0,0,0,0
"FUN_000673",0,0,0,0,0,0,0,0,0
"FUN_000674",0,0,0,0,0,0,0,0,0
"FUN_000675",0,0,0,0,0,0,0,0,0
"FUN_000676",0,0,0,0,0,0,0,0,0
"FUN_000677",0,0,0,0,0,0,0,0,0
"FUN_000678",0,0,0,0,0,0,0,0,0
"FUN_000679",0,0,0,0,0,0,0,0,0
"FUN_000680",0,0,0,0,0,0,0,0,0
"FUN_000681",0,0,0,0,0,0,0,0,0
"FUN_000682",0,0,0,0,0,0,0,0,0
"FUN_000683",0,0,0,0,0,0,0,0,0
"FUN_000684",0,0,0,0,0,0,0,0,0
"FUN_000685",0,0,0,0,0,0,0,0,0
"FUN_000686",0,6,0,0,0,0,0,0,0
"FUN_000687",0,0,0,0,0,0,0,0,0
"FUN_000688",0,0,0,0,0,0,0,0,0
"FUN_000689",0,0,0,0,0,0,0,0,0
"FUN_000690",0,0,0,0,0,0,0,0,0
"FUN_000691",0,0,0,0,0,0,0,0,0
"FUN_000692",0,0,0,0,0,0,0,0,0
"FUN_000693",0,0,0,0,0,0,0,0,0
"FUN_000694",0,0,0,0,0,0,0,0,0
"FUN_000695",0,0,0,0,0,0,0,0,0
"FUN_000696",0,0,0,0,0,0,0,0,0
"FUN_000697",0,0,0,0,0,0,0,0,0
"FUN_000698",0,0,0,0,0,0,0,0,0
"FUN_000699",0,0,0,0,0,0,0,0,0
"FUN_000700",0,0,0,0,0,0,0,0,0
"FUN_000701",0,0,0,0,0,0,0,0,0
"FUN_000702",0,0,0,0,0,0,0,0,0
"FUN_000703",0,0,0,0,0,0,0,0,0
"FUN_000704",0,0,0,0,0,0,0,0,0
"FUN_000705",0,0,0,0,0,0,0,0,0
"FUN_000706",0,0,0,0,0,0,0,0,0
"FUN_000707",0,0,0,0,0,0,0,0,0
"FUN_000708",0,0,0,0,0,0,0,0,0
"FUN_000709",0,0,0,0,0,0,0,0,0
"FUN_000710",0,0,0,0,0,0,0,0,0
"FUN_000711",0,0,0,0,0,0,0,0,0
"FUN_000712",0,0,0,0,0,0,0,0,0
"FUN_000713",0,0,0,0,0,0,0,0,0
"FUN_000714",0,0,0,0,0,0,0,0,0
"FUN_000716",0,0,0,0,0,0,0,0,0
"FUN_000717",0,0,0,0,0,0,0,0,0
"FUN_000718",0,0,0,0,0,0,0,0,0
"FUN_000719",0,0,0,0,0,0,0,0,0
"FUN_000720",0,0,0,0,0,0,0,0,0
"FUN_000721",0,0,0,0,0,0,0,0,0
"FUN_000722",0,0,0,0,0,0,0,0,0
"FUN_000723",0,0,0,0,0,0,0,0,0
"FUN_000724",0,0,0,0,0,0,0,0,0
"FUN_000725",0,0,0,0,0,0,0,0,0
"FUN_000726",0,0,0,0,0,0,0,0,0
"FUN_000727",0,0,0,0,0,0,0,0,0
"FUN_000728",0,0,0,0,0,0,0,0,0
"FUN_000729",0,0,0,0,0,0,0,0,0
"FUN_000730",0,0,0,0,0,0,0,0,0
"FUN_000731",0,0,0,0,0,0,0,0,0
"FUN_000732",0,0,0,0,0,0,0,0,0
"FUN_000733",0,0,0,0,0,0,0,0,0
"FUN_000734",0,0,0,0,0,0,0,0,0
"FUN_000735",0,0,0,0,0,0,0,0,0
"FUN_000736",0,0,0,0,0,0,0,0,0
"FUN_000737",0,0,0,0,0,0,0,0,0
"FUN_000738",0,0,0,0,0,0,0,0,0
"FUN_000739",0,0,0,0,0,0,0,0,0
"FUN_000740",0,0,0,0,0,0,0,0,0
"FUN_000741",0,0,0,0,0,0,0,0,0
"FUN_000742",0,0,0,0,0,0,0,0,0
"FUN_000743",0,0,0,0,0,0,0,0,0
"FUN_000744",0,0,0,0,0,0,0,0,0
"FUN_000745",0,0,0,0,0,0,0,0,0
"FUN_000746",0,0,0,0,0,0,0,0,0
"FUN_000747",0,0,0,0,0,0,0,0,0
"FUN_000748",0,0,0,0,0,0,0,0,0
"FUN_000749",0,0,0,0,0,0,0,0,0
"FUN_000750",0,0,0,0,0,0,0,0,0
"FUN_000751",0,0,0,0,0,0,0,0,0
"FUN_000752",0,0,0,0,0,0,0,0,0
"FUN_000753",0,0,0,0,0,0,0,0,0
"FUN_000754",0,0,0,0,0,0,0,0,0
"FUN_000755",0,0,0,0,0,0,0,0,0
"FUN_000756",0,0,0,0,0,0,0,0,0
"FUN_000757",0,0,0,0,0,0,0,0,0
"FUN_000758",0,0,0,0,0,0,0,0,0
"FUN_000759",0,0,0,0,0,0,0,0,0
"FUN_000760",0,0,0,0,0,0,0,0,0
"FUN_000761",0,0,0,0,0,0,0,0,0
"FUN_000762",0,0,0,0,0,0,0,0,0
"FUN_000763",1,0,0,0,0,0,0,0,0
"FUN_000764",0,0,0,0,0,0,0,0,0
"FUN_000765",0,0,0,0,0,0,0,0,0
"FUN_000766",0,0,0,0,0,0,0,0,0
"FUN_000767",0,0,0,0,0,0,0,0,0
"FUN_000768",0,0,0,0,0,0,0,0,0
"FUN_000769",0,0,0,0,0,0,0,0,0
"FUN_000770",0,0,0,0,0,0,0,0,0
"FUN_000771",0,0,0,0,0,0,0,0,0
"FUN_000772",0,0,0,0,0,0,0,0,0
"FUN_000773",0,0,0,0,0,0,0,0,0
"FUN_000775",1,0,0,0,0,0,0,0,0
"FUN_000776",0,0,0,0,0,0,0,0,0
"FUN_000777",0,0,0,0,0,0,0,0,0
"FUN_000778",0,0,0,0,0,0,0,0,0
"FUN_000779",0,0,0,0,0,0,0,0,0
"FUN_000780",0,0,0,0,0,0,0,0,0
"FUN_000781",0,0,0,0,0,0,0,0,0
"FUN_000782",0,0,0,0,0,0,0,0,0
"FUN_000783",0,0,0,0,0,0,0,0,0
"FUN_000784",0,0,0,0,0,0,0,0,0
"FUN_000785",0,0,0,0,0,0,0,0,0
"FUN_000786",0,0,0,0,0,0,0,0,0
"FUN_000787",0,0,0,0,0,0,0,0,0
"FUN_000788",0,0,0,0,0,0,0,0,0
"FUN_000789",0,0,0,0,0,0,0,0,0
"FUN_000790",0,0,0,0,0,0,0,0,0
"FUN_000791",0,0,0,0,0,0,0,0,0
"FUN_000793",0,0,0,0,0,0,0,0,0
"FUN_000794",0,0,0,0,0,0,0,0,0
"FUN_000795",0,0,0,0,0,0,0,0,0
"FUN_000796",0,0,0,0,0,0,0,0,0
"FUN_000797",0,0,0,0,0,0,0,0,0
"FUN_000798",0,0,0,0,0,0,0,0,0
"FUN_000799",0,0,0,0,0,0,0,0,0
"FUN_000800",0,0,0,0,0,0,0,0,0
"FUN_000801",0,0,0,0,0,0,0,0,0
"FUN_000802",0,0,0,0,0,0,0,0,0
"FUN_000803",0,0,0,0,0,0,0,0,0
"FUN_000804",0,0,0,0,0,0,0,0,0
"FUN_000805",0,0,0,0,0,0,0,0,0
"FUN_000806",0,0,0,0,0,0,0,0,0
"FUN_000807",0,0,0,0,0,0,0,0,0
"FUN_000809",0,0,0,0,0,0,0,0,0
"FUN_000810",0,0,0,0,0,0,0,0,0
"FUN_000811",0,0,0,0,0,0,0,0,0
"FUN_000812",0,0,0,0,0,0,0,0,0
"FUN_000813",0,0,0,0,0,0,0,0,0
"FUN_000814",0,0,0,0,0,0,0,0,0
"FUN_000815",0,0,0,0,0,0,0,0,0
"FUN_000816",0,0,5,0,0,0,0,0,0
"FUN_000817",0,0,0,0,0,0,0,0,0
"FUN_000818",0,0,0,0,0,0,0,0,0
"FUN_000819",0,0,0,0,0,0,0,0,0
"FUN_000820",0,0,0,0,0,0,0,0,0
"FUN_000821",0,0,0,0,0,0,0,0,0
"FUN_000822",0,0,0,0,0,0,0,0,0
"FUN_000823",0,0,0,0,0,0,0,0,0
"FUN_000824",0,0,0,0,0,0,0,0,0
"FUN_000825",0,0,0,0,0,0,0,0,0
"FUN_000826",0,0,0,0,0,0,0,0,0
"FUN_000827",0,0,0,0,0,0,0,0,0
"FUN_000828",0,0,0,0,0,0,0,0,0
"FUN_000829",0,0,0,0,0,0,0,0,0
"FUN_000830",0,0,0,0,0,0,0,0,0
"FUN_000831",0,0,0,0,0,0,0,0,0
"FUN_000832",0,0,0,0,0,0,0,0,0
"FUN_000833",0,0,0,0,0,0,0,0,0
"FUN_000834",0,0,0,0,0,0,0,0,0
"FUN_000835",0,0,0,0,0,0,0,0,0
"FUN_000836",0,0,0,0,0,0,0,0,0
"FUN_000837",0,0,0,0,0,0,0,0,0
"FUN_000838",0,0,0,0,0,0,0,0,0
"FUN_000839",0,0,0,0,0,0,0,0,0
"FUN_000840",0,0,0,0,0,0,0,0,0
"FUN_000841",0,0,0,0,0,0,0,0,0
"FUN_000842",0,0,0,0,0,0,0,0,0
"FUN_000843",0,0,0,0,0,0,0,0,0
"FUN_000844",1,0,0,0,0,0,0,0,0
"FUN_000845",0,0,0,0,0,0,0,0,0
"FUN_000847",0,0,0,0,0,0,0,0,0
"FUN_000848",1,0,0,0,0,0,0,0,0
"FUN_000849",0,0,0,0,0,0,0,0,0
"FUN_000850",0,0,0,0,0,0,0,0,0
"FUN_000851",0,0,0,0,0,0,0,0,0
"FUN_000852",0,0,0,0,0,0,0,0,0
"FUN_000853",0,0,0,0,0,0,0,0,0
"FUN_000854",0,0,0,0,0,0,0,0,0
"FUN_000855",0,0,0,0,0,0,0,0,0
"FUN_000856",0,0,0,0,0,0,0,0,0
"FUN_000857",0,0,0,0,0,0,0,0,0
"FUN_000858",34,222,342,159,164,143,80,69,132
"FUN_000859",1,4,38,6,3,2,3,0,1
"FUN_000860",31,68,91,40,22,21,44,28,36
"FUN_000861",0,0,0,0,0,0,0,0,9
"FUN_000862",0,3,0,0,0,0,0,0,0
"FUN_000864",13,0,0,162,1,3627,2,6328,2
"FUN_000865",181,340,617,152,209,117,152,250,93
"FUN_000866",4738,5837,16151,4902,5006,4075,4986,7407,1689
"FUN_000867",126,310,468,240,156,134,236,244,390
"FUN_000869",488,606,1384,409,378,467,639,727,262
"FUN_000870",0,0,0,0,0,0,0,0,0
"FUN_000871",0,0,0,0,0,0,2,0,0
"FUN_000872",1,3,0,2,2,3,2,0,0
"FUN_000873",0,3,0,14,7,0,0,0,0
"FUN_000874",0,8,0,9,18,0,0,0,2
"FUN_000875",0,2,0,20,7,0,0,0,0
"FUN_000876",19,233,55,105,127,22,57,49,22
"FUN_047168",2,2,19,4,6,4,0,3,6
"FUN_000881",0,0,0,0,0,0,0,0,0
"FUN_000882",0,0,0,0,0,0,0,0,0
"FUN_000884",4441,1562,5483,1082,3355,1511,1546,1876,708
"FUN_000885",24,78,183,49,53,66,49,42,29
"FUN_000886",11,42,75,7,7,19,35,12,10
"FUN_000887",14,118,80,32,49,43,25,22,46
"FUN_000888",5,3,0,0,0,0,0,1,0
"FUN_000889",29,0,0,0,0,1,0,0,0
"FUN_000891",114,0,0,0,0,4,0,0,0
"FUN_000893",49,1,3,0,3,0,0,1,0
"FUN_000895",11,0,0,0,0,0,0,0,0
"FUN_000896",33,0,0,0,0,0,0,0,0
"FUN_000897",15,29,124,26,67,0,24,5,54
"FUN_000898",0,0,0,0,0,0,0,0,1
"FUN_000899",13,0,0,0,3,0,1,1,14
"FUN_000900",0,0,0,0,0,0,1,0,0
"FUN_000901",148,556,1201,436,310,352,277,265,221
"FUN_000903",0,8,4,0,1,0,15,2,0
"FUN_000904",0,0,0,0,0,0,2,0,0
"FUN_000905",0,0,0,0,1,0,0,2,0
"FUN_000906",1,0,0,0,0,0,0,0,0
"FUN_000907",0,0,0,0,2,0,4,3,5
"FUN_000908",6,0,0,2,0,0,341,0,193
"FUN_000909",0,0,0,0,0,0,0,0,0
"FUN_000910",780,982,2351,632,671,527,1098,1380,419
"FUN_000912",0,0,0,0,0,0,0,0,0
"FUN_000913",0,0,0,0,0,0,0,0,0
"FUN_000914",5,12,0,11,3,20,18,3,11
"FUN_000916",3320,5345,13055,4723,4585,2761,4101,3052,1557
"FUN_000918",387,446,1771,1446,309,1188,925,1732,1063
"FUN_000919",510,179,85,183,114,45,638,197,1152
"FUN_000921",0,0,0,0,0,0,0,0,0
"FUN_000925",81,106,43,157,263,19,51,41,42
"FUN_000927",20,88,35,73,28,25,27,8,36
"FUN_000928",0,0,0,0,0,1,0,0,0
"FUN_000929",17,4,35,4,3,17,24,11,6
"FUN_000931",0,2,0,0,0,0,0,0,0
"FUN_000933",1,0,0,0,4,0,0,0,0
"FUN_000934",0,0,0,0,0,0,0,0,0
"FUN_000935",27,116,152,46,37,75,30,80,24
"FUN_000937",1141,809,3891,1374,956,2411,1751,3007,909
"FUN_047193",4370,5065,9694,3714,3539,1893,4549,3890,1680
"FUN_000939",6824,6866,21804,7523,8573,3904,10899,8885,4268
"FUN_000940",318,439,1128,355,270,258,514,497,113
"FUN_000943",10,21,18,1,2,1,6,0,5
"FUN_000944",0,19,26,3,4,1,0,1,3
"FUN_000946",0,0,0,0,0,0,0,0,0
"FUN_000947",12,30,18,12,4,2,7,24,9
"FUN_000948",11,11,104,12,17,2,26,17,12
"FUN_000949",254,104,333,194,140,104,747,245,380
"FUN_000950",0,0,0,0,0,0,0,0,0
"FUN_000951",0,0,0,0,0,0,0,0,0
"FUN_000953",172,353,502,162,223,607,1035,422,1140
"FUN_000954",0,0,0,0,0,0,0,0,0
"FUN_000957",0,0,0,0,0,0,0,0,0
"FUN_000958",0,0,0,0,0,0,0,0,0
"FUN_000959",0,0,0,0,0,0,0,0,0
"FUN_000960",81,11,17,61,26,6,40,11,5
"FUN_000961",0,0,0,0,0,0,0,0,0
"FUN_000962",0,0,0,0,0,0,0,0,0
"FUN_000963",0,0,0,0,0,0,0,0,0
"FUN_000964",0,0,0,0,0,0,0,0,0
"FUN_000965",0,5,0,0,0,0,0,0,0
"FUN_000966",6,7,0,8,11,10,13,24,14
"FUN_000967",0,0,0,0,0,0,0,0,0
"FUN_000968",0,2,0,0,0,0,0,0,0
"FUN_000969",0,0,0,0,0,0,0,0,0
"FUN_000970",0,0,0,0,0,0,0,0,0
"FUN_000971",304,100,1220,403,213,1131,568,2107,289
"FUN_000973",0,0,0,0,0,0,0,0,0
"FUN_000974",0,0,0,0,0,0,0,0,0
"FUN_000975",185,9,561,100,94,486,99,496,103
"FUN_000976",0,0,0,0,0,1,0,0,0
"FUN_000979",0,0,0,0,0,0,0,0,0
"FUN_000980",0,0,0,0,0,0,0,0,0
"FUN_000982",2,0,11,0,0,0,35,35,2
"FUN_000983",0,9,7,0,0,0,8,7,0
"FUN_000984",279,158,951,104,94,164,106,233,102
"FUN_000985",1488,1735,7943,2401,2235,1551,5168,4202,1943
"FUN_046596",45,67,116,21,11,4,6,9,11
"FUN_000987",0,0,0,0,0,0,0,0,0
"FUN_046597",17,22,59,20,14,3,32,11,19
"FUN_000989",1,0,0,0,0,0,112,0,51
"FUN_000990",18,60,55,72,59,18,51,31,23
"FUN_000991",0,18,45,40,39,10,17,12,25
"FUN_000992",3845,1755,11155,2192,1948,2584,6610,4432,3537
"FUN_000994",3,6,14,0,0,0,1,1,2
"FUN_000995",249,517,1553,421,300,340,234,359,177
"FUN_000996",227,175,320,101,94,208,244,396,116
"FUN_000999",274,487,870,462,372,444,270,503,325
"FUN_001000",0,0,0,1,0,0,0,0,0
"FUN_001001",224,0,5,0,7,0,17,5,0
"FUN_001002",0,0,0,0,0,0,0,0,0
"FUN_001003",0,0,0,0,2,0,2,0,0
"FUN_001004",0,0,0,1,0,0,0,0,0
"FUN_001005",0,7,0,0,3,0,18,0,0
"FUN_001006",0,0,0,0,0,0,0,0,0
"FUN_001010",487,0,14,2,3,0,23,4,2
"FUN_001011",1316,596,2165,626,494,916,1462,1422,427
"FUN_001012",91,45,63,27,47,9,94,40,37
"FUN_001013",22,1,58,4,15,20,66,26,12
"FUN_001014",188,31,192,177,45,66,325,100,63
"FUN_001016",11,0,0,0,0,0,0,1,0
"FUN_001018",0,1,0,9,8,5,3,14,3
"FUN_001021",14,0,49,28,1,1,36,33,4
"FUN_001022",0,33,1,36,2,3,33,13,1
"FUN_001024",10,4,33,5,7,0,27,6,1
"FUN_001026",9649,6042,27065,3564,3774,2520,3203,3133,2226
"FUN_001028",8561,4310,34244,3507,3996,4969,8523,6598,2634
"FUN_001029",0,5,0,0,0,3,0,3,4
"FUN_001030",68,54,56,29,42,64,47,25,24
"FUN_001031",7,0,7,0,0,0,3,0,0
"FUN_001032",0,0,0,0,0,0,0,0,0
"FUN_001033",0,0,0,0,2,0,0,0,0
"FUN_001034",0,0,0,0,0,1,0,0,0
"FUN_001035",0,0,0,0,0,0,33,0,21
"FUN_001036",0,0,63,3,0,3,11,0,20
"FUN_001037",0,0,0,0,0,0,0,0,0
"FUN_001038",76,18,0,3,0,1,125,15,15
"FUN_001039",7,21,8,2,0,0,11,0,7
"FUN_001040",30,40,50,14,71,62,15,6,46
"FUN_001041",203,246,693,301,292,111,429,367,249
"FUN_001042",60,69,108,86,59,23,77,87,39
"FUN_001043",76,23,1,4,0,2,4797,5,1581
"FUN_001044",0,0,0,0,0,1,9,0,0
"FUN_001045",3,14,0,0,0,22,2,19,1
"FUN_001046",276,208,689,270,239,411,644,441,480
"FUN_001047",379,542,932,406,311,426,467,408,584
"FUN_001048",39,12,64,24,19,26,39,32,41
"FUN_001050",73,225,630,210,178,125,159,187,80
"FUN_001051",16135,23379,43961,18361,21716,6414,30372,21657,15624
"FUN_001052",0,0,0,0,0,0,0,0,0
"FUN_001053",0,0,0,0,0,1,0,0,0
"FUN_001054",0,0,0,0,0,0,0,0,0
"FUN_001055",0,0,0,0,0,0,0,0,0
"FUN_001056",0,0,0,0,0,0,0,0,0
"FUN_001057",12,10,13,35,19,7,51,4,9
"FUN_001058",50,8,363,8,24,32,106,83,59
"FUN_001059",0,0,0,0,0,0,0,0,0
"FUN_001060",0,0,0,0,0,0,0,0,0
"FUN_001061",0,3,0,0,0,0,0,0,0
"FUN_001062",0,0,0,0,1,0,0,0,8
"FUN_001063",3,0,0,0,0,0,14,7,11
"FUN_001064",0,5,0,6,12,8,43,20,47
"FUN_001066",467,145,703,18,11,11,263,38,259
"FUN_001067",3,0,6,0,0,0,0,0,0
"FUN_001068",39,98,248,7,20,51,26,78,30
"FUN_001069",0,0,0,1,0,0,0,0,0
"FUN_001070",1,16,0,3,1,3,0,0,0
"FUN_001071",0,10,0,0,0,0,0,0,0
"FUN_001072",21155,18146,52701,12199,24984,7352,34500,38861,13412
"FUN_001073",174,146,303,82,111,109,160,202,98
"FUN_001074",46,186,198,85,80,72,37,90,24
"FUN_001075",117,174,283,115,83,68,114,143,41
"FUN_001077",594,582,1921,643,487,762,1809,1776,826
"FUN_001078",33,21,136,46,42,100,66,107,38
"FUN_001079",49,21,64,38,14,25,99,32,204
"FUN_001080",0,0,0,0,0,0,0,0,0
"FUN_001082",8,7,28,6,0,0,3087,150,0
"FUN_001083",3487,3402,7828,1899,2478,2196,5159,5565,1892
"FUN_001084",144,256,630,154,175,150,264,130,156
"FUN_001085",208,111,583,134,221,101,275,508,178
"FUN_001086",0,17,0,0,0,0,0,0,0
"FUN_001087",0,0,0,2,0,0,0,0,0
"FUN_001088",0,0,0,0,0,0,0,0,0
"FUN_001089",0,0,0,0,0,0,0,0,0
"FUN_001090",0,0,0,0,0,0,0,0,0
"FUN_001091",0,0,0,0,0,0,0,0,0
"FUN_001092",0,0,0,0,0,0,0,0,0
"FUN_001093",0,0,0,0,0,2,0,6,0
"FUN_001094",0,0,0,0,0,0,2,0,0
"FUN_001095",0,0,0,0,0,0,0,0,0
"FUN_001096",0,0,0,0,0,0,0,0,0
"FUN_001097",0,0,0,0,0,0,0,0,0
"FUN_001099",0,0,0,0,0,0,0,0,0
"FUN_001100",0,0,0,0,0,0,0,0,0
"FUN_001101",0,0,0,0,0,0,0,0,0
"FUN_001102",44,0,44,8,3,0,0,4,0
"FUN_001103",0,0,0,0,0,0,3,0,0
"FUN_001104",0,0,0,0,2,0,3,0,0
"FUN_001105",267,123,655,177,174,327,665,1564,275
"FUN_001107",246,370,907,309,237,355,287,322,252
"FUN_001108",42,26,81,20,26,29,39,31,28
"FUN_001109",0,11,0,0,1,0,0,1,0
"FUN_001110",0,11,32,2,0,2,3,0,2
"FUN_001111",0,0,0,3,0,0,0,0,0
"FUN_001112",0,0,0,0,0,0,0,0,0
"FUN_001113",3,6,19,7,3,12,0,5,0
"FUN_001114",106,118,348,166,145,273,249,210,132
"FUN_001115",74,226,291,82,94,167,95,253,69
"FUN_001116",0,0,4,9,0,3,3,7,2
"FUN_001117",0,0,0,0,0,0,0,0,0
"FUN_001118",0,0,0,0,0,1,0,0,0
"FUN_001119",6,0,6,0,1,1,2,0,9
"FUN_001120",0,3,0,1,0,0,0,4,0
"FUN_001122",484,27,499,111,193,389,635,690,141
"FUN_001124",135,82,238,120,75,265,317,342,189
"FUN_001123",45,20,112,7,18,41,42,80,54
"FUN_001128",76,20,26,52,18,26,83,46,87
"FUN_046632",14,6,0,3,9,3,9,3,8
"FUN_001129",904,704,2827,941,819,574,2243,1659,1182
"FUN_001130",55,58,147,28,20,60,43,33,21
"FUN_001131",0,0,0,0,0,0,0,0,0
"FUN_001133",469,568,972,371,389,367,711,745,200
"FUN_001134",324,204,271,184,142,56,550,112,424
"FUN_001135",11,8,70,25,29,36,18,47,20
"FUN_001136",5,53,79,32,13,52,29,56,20
"FUN_001137",67,1196,137,282,259,12,141,74,68
"FUN_001138",80,124,255,252,325,38,359,112,195
"FUN_001140",5997,5074,10114,4595,5742,3127,5834,4328,1985
"FUN_001141",31,9,120,43,65,2108,36,2200,32
"FUN_001144",80,89,318,121,89,836,101,990,65
"FUN_001145",208,279,318,149,159,210,247,237,74
"FUN_001146",1435,517,4039,1422,1292,1114,4431,1647,1276
"FUN_001147",577,347,3798,762,547,784,1174,1229,881
"FUN_001148",0,0,0,0,0,0,0,0,0
"FUN_001149",0,0,0,0,0,0,0,0,0
"FUN_001150",483,265,1226,405,390,395,927,830,494
"FUN_001151",74,265,192,116,116,196,155,176,124
"FUN_001152",11,33,4,13,8,13,23,18,19
"FUN_001153",490,936,1195,563,625,291,677,490,248
"FUN_046638",11,7,0,19,14,7,2,1,0
"FUN_046639",2,8,59,4,14,8,3,0,4
"FUN_001154",2940,2481,12318,1768,1848,1254,1849,1751,790
"FUN_001155",120,268,787,162,197,2367,234,2789,196
"FUN_001156",4,12,15,8,8,69,14,102,8
"FUN_001157",8,18,18,17,24,33,27,26,31
"FUN_001158",330,747,985,309,315,203,713,486,240
"FUN_001159",0,0,0,1,3,0,0,0,0
"FUN_001160",3,237,14,2,77,10,11,91,2
"FUN_001161",0,0,0,1,0,23,0,17,0
"FUN_001162",0,0,0,0,0,0,0,0,0
"FUN_001163",602,714,1484,758,575,393,1565,1115,468
"FUN_001165",356,161,535,147,136,132,505,376,172
"FUN_001166",0,0,0,0,0,0,0,0,0
"FUN_001167",8,0,0,10,3,825,0,917,0
"FUN_001168",0,0,0,0,0,0,0,0,0
"FUN_001169",1634,1393,5133,1529,1757,1136,3377,2307,1321
"FUN_001170",134,297,494,873,513,30,237,151,252
"FUN_001172",43,0,124,18,11,61,195,132,21
"FUN_001173",0,7,0,0,0,0,0,0,0
"FUN_001174",68,40,96,62,50,24,92,57,24
"FUN_001175",28,17,97,62,42,24,63,14,22
"FUN_001176",55,206,320,141,86,121,127,108,110
"FUN_001177",100,190,618,194,123,289,143,254,135
"FUN_001178",707,393,1878,438,390,366,1036,822,405
"FUN_001179",127,181,596,168,153,149,170,235,87
"FUN_001180",218,181,828,113,169,69,204,204,88
"FUN_001182",153,48,22,163,157,189,0,0,31
"FUN_001183",0,0,0,0,0,0,0,0,0
"FUN_001184",38,3,0,7,6,0,27,20,51
"FUN_001187",1,0,0,0,0,1,2,0,0
"FUN_001188",0,0,0,0,0,0,0,0,0
"FUN_001189",15,71,73,48,28,56,81,104,40
"FUN_001190",1624,1795,5194,1452,1422,1086,3801,3119,1240
"FUN_001191",0,0,0,0,0,0,2,0,0
"FUN_001194",0,39,0,1,0,0,4,0,0
"FUN_001198",414,442,1025,313,310,456,556,510,240
